userId,153,2628,1917,780,736
11,3.5,4.5,5.0,5.0,5.0
24,2.564810553765915,4.0,2.8191097249787354,4.0,2.8924418604651163
54,4.0,3.0,4.0,5.0,4.0
58,2.564810553765915,2.922061077703101,2.0,2.0,4.0
91,3.0,3.0,2.5,3.0,3.0
96,2.564810553765915,2.922061077703101,2.8191097249787354,3.1288876591034867,2.8924418604651163
104,2.564810553765915,2.922061077703101,2.8191097249787354,3.1288876591034867,2.8924418604651163
116,0.5,2.0,1.0,1.0,1.0
131,2.564810553765915,2.922061077703101,3.0,3.0,3.5
134,2.564810553765915,3.0,3.0,3.0,2.8924418604651163
156,3.0,3.0,4.0,5.0,4.0
208,2.564810553765915,3.5,2.8191097249787354,4.0,2.5
220,2.564810553765915,2.5,1.5,3.0,2.8924418604651163
245,2.564810553765915,5.0,3.0,3.1288876591034867,2.8924418604651163
247,2.564810553765915,2.0,4.0,3.0,3.0
251,2.0,2.0,2.8191097249787354,5.0,3.0
258,2.0,5.0,2.8191097249787354,3.1288876591034867,4.0
271,2.0,3.0,3.0,3.5,3.5
278,2.564810553765915,3.5,2.8191097249787354,3.0,2.5
294,2.5,4.5,2.5,3.5,4.0
298,2.0,5.0,4.0,4.0,4.0
309,2.564810553765915,2.922061077703101,2.8191097249787354,3.0,2.5
318,2.564810553765915,2.922061077703101,2.8191097249787354,1.0,1.0
347,2.0,3.0,2.0,4.0,2.8924418604651163
348,2.564810553765915,2.922061077703101,2.8191097249787354,3.5,2.8924418604651163
359,2.564810553765915,0.5,3.0,3.0,4.0
367,1.0,3.0,2.5,3.0,2.8924418604651163
370,1.0,1.5,4.0,3.1288876591034867,2.8924418604651163
375,2.564810553765915,2.922061077703101,2.8191097249787354,3.1288876591034867,2.8924418604651163
387,4.0,2.922061077703101,2.8191097249787354,3.1288876591034867,2.5
388,3.0,2.0,2.0,2.0,1.5
394,2.564810553765915,3.5,2.8191097249787354,1.0,3.0
413,2.564810553765915,1.5,2.8191097249787354,3.1288876591034867,2.8924418604651163
421,2.5,3.5,3.5,3.0,3.0
422,2.0,2.5,5.0,5.0,5.0
424,2.564810553765915,3.5,3.5,4.0,3.0
430,3.0,2.0,2.8191097249787354,3.0,2.8924418604651163
457,2.564810553765915,1.5,1.0,1.5,1.5
469,0.5,0.5,1.5,0.5,2.8924418604651163
471,2.564810553765915,5.0,3.0,3.0,2.8924418604651163
489,3.0,1.0,2.8191097249787354,3.1288876591034867,2.0
520,4.5,4.0,5.0,4.5,2.8924418604651163
554,3.0,3.0,5.0,2.0,2.0
572,3.0,2.922061077703101,2.8191097249787354,5.0,4.5
578,3.5,2.922061077703101,5.0,4.5,4.0
586,1.5,3.0,2.5,3.5,3.0
587,2.0,2.922061077703101,1.0,4.5,4.0
609,2.564810553765915,4.0,2.8191097249787354,3.1288876591034867,2.0
610,3.0,2.922061077703101,2.8191097249787354,5.0,4.0
614,2.564810553765915,2.0,2.8191097249787354,3.0,2.8924418604651163
