userId,780,1917,2628,1580,2617
11,5.0,5.0,4.5,5.0,3.1298384638829626
24,4.0,2.8191097249787354,4.0,5.0,3.1298384638829626
54,5.0,4.0,3.0,4.0,4.0
58,2.0,2.0,2.922061077703101,4.0,4.0
91,3.0,2.5,3.0,3.5,3.0
96,3.1288876591034867,2.8191097249787354,2.922061077703101,3.4880195853734763,3.1298384638829626
104,3.1288876591034867,2.8191097249787354,2.922061077703101,3.0,2.0
116,1.0,1.0,2.0,2.5,2.5
131,3.0,3.0,2.922061077703101,2.5,3.0
134,3.0,3.0,3.0,4.0,3.0
156,5.0,4.0,3.0,5.0,5.0
208,4.0,2.8191097249787354,3.5,1.5,3.1298384638829626
220,3.0,1.5,2.5,3.4880195853734763,3.1298384638829626
245,3.1288876591034867,3.0,5.0,4.0,3.1298384638829626
247,3.0,4.0,2.0,4.0,4.0
251,5.0,2.8191097249787354,2.0,4.0,5.0
258,3.1288876591034867,2.8191097249787354,5.0,4.0,3.5
271,3.5,3.0,3.0,3.0,3.0
278,3.0,2.8191097249787354,3.5,3.0,3.1298384638829626
294,3.5,2.5,4.5,3.4880195853734763,4.0
298,4.0,4.0,5.0,4.0,4.0
309,3.0,2.8191097249787354,2.922061077703101,3.4880195853734763,3.1298384638829626
318,1.0,2.8191097249787354,2.922061077703101,3.4880195853734763,3.0
347,4.0,2.0,3.0,3.0,3.0
348,3.5,2.8191097249787354,2.922061077703101,3.4880195853734763,1.0
359,3.0,3.0,0.5,2.0,3.5
367,3.0,2.5,3.0,3.0,3.5
370,3.1288876591034867,4.0,1.5,3.4880195853734763,3.1298384638829626
375,3.1288876591034867,2.8191097249787354,2.922061077703101,3.4880195853734763,3.1298384638829626
387,3.1288876591034867,2.8191097249787354,2.922061077703101,3.5,2.5
388,2.0,2.0,2.0,1.0,3.5
394,1.0,2.8191097249787354,3.5,4.0,2.5
413,3.1288876591034867,2.8191097249787354,1.5,3.4880195853734763,3.1298384638829626
421,3.0,3.5,3.5,3.5,5.0
422,5.0,5.0,2.5,4.5,4.0
424,4.0,3.5,3.5,4.5,4.5
430,3.0,2.8191097249787354,2.0,3.0,3.1298384638829626
457,1.5,1.0,1.5,3.4880195853734763,3.0
469,0.5,1.5,0.5,2.5,3.1298384638829626
471,3.0,3.0,5.0,3.0,2.0
489,3.1288876591034867,2.8191097249787354,1.0,3.0,3.1298384638829626
520,4.5,5.0,4.0,4.5,3.1298384638829626
554,2.0,5.0,3.0,2.0,2.0
572,5.0,2.8191097249787354,2.922061077703101,4.0,3.5
578,4.5,5.0,2.922061077703101,4.0,5.0
586,3.5,2.5,3.0,3.5,3.5
587,4.5,1.0,2.922061077703101,4.0,4.0
609,3.1288876591034867,2.8191097249787354,4.0,2.0,3.1298384638829626
610,5.0,2.8191097249787354,2.922061077703101,3.0,3.1298384638829626
614,3.0,2.8191097249787354,2.0,3.0,3.5
631,4.0,3.5,3.5,4.5,4.0
632,2.0,2.8191097249787354,2.922061077703101,3.0,3.1298384638829626
637,3.0,3.0,3.0,2.5,3.0
648,3.0,2.0,2.0,3.0,3.0
663,2.0,2.8191097249787354,4.0,4.0,3.1298384638829626
664,4.5,2.8191097249787354,3.0,5.0,3.1298384638829626
702,3.1288876591034867,0.5,2.922061077703101,3.4880195853734763,3.1298384638829626
710,1.0,2.8191097249787354,5.0,5.0,3.1298384638829626
717,3.1288876591034867,4.0,3.0,3.5,2.5
729,2.5,2.5,3.5,3.5,2.5
739,4.0,3.5,4.5,4.0,3.5
741,0.5,3.0,0.5,4.5,4.5
744,4.0,3.5,4.0,4.0,3.1298384638829626
768,3.0,2.5,3.5,4.0,4.5
775,4.0,2.0,2.0,4.0,3.5
777,3.0,1.0,2.5,4.0,3.1298384638829626
802,4.0,2.8191097249787354,2.922061077703101,4.0,3.1298384638829626
812,4.0,5.0,1.0,3.0,3.0
843,3.1288876591034867,2.8191097249787354,2.922061077703101,3.4880195853734763,3.1298384638829626
847,3.1288876591034867,2.8191097249787354,2.5,4.5,3.1298384638829626
856,3.1288876591034867,2.8191097249787354,4.5,4.0,4.5
872,3.1288876591034867,4.0,3.5,3.0,3.5
892,3.1288876591034867,4.0,3.0,2.0,3.0
903,4.0,3.0,2.0,3.0,3.0
910,4.5,4.5,1.0,4.5,4.5
935,2.0,1.0,1.0,3.5,1.0
955,3.0,1.0,3.0,2.0,4.0
969,3.1288876591034867,2.8191097249787354,2.922061077703101,4.0,3.1298384638829626
970,5.0,3.0,4.0,4.0,3.1298384638829626
971,3.0,3.0,3.5,2.0,3.1298384638829626
982,2.5,2.5,3.0,3.0,2.5
1001,3.0,2.8191097249787354,3.0,3.0,3.1298384638829626
1011,4.0,4.0,4.0,3.0,2.0
1048,3.5,2.8191097249787354,4.5,4.0,3.0
1052,3.1288876591034867,2.8191097249787354,2.922061077703101,3.0,3.1298384638829626
1057,3.1288876591034867,5.0,4.0,3.0,4.0
1068,4.5,5.0,4.0,4.5,4.5
